,license,location,pmcid,pmid,doi,doi_link,pubdate,source,number,text,type of citation intent (CURATION),"Intent (creation, used, mention)",software,version,ID,curation_label,type of citation intent,label
71,non_comm,non_comm/Clin_Pediatr_Endocrinol/PMC7348628.nxml,7348628,32694890.0,10.1297/cpe.29.123,,2020,Conclusion,15,"For NKX2-1 and IGSF1 variants, the MetaLR, PROVEAN, REVEL, and VEST3 tools performed best",,used,REVEL,,SM17494,software,Results: Software usage in comparison,1
72,non_comm,non_comm/Chem_Sci/PMC5398272.nxml,5398272,28451317.0,10.1039/c6sc04854d,,2017,Resorcinarene binds to the top and the bottom of the Aβ 42 filament,14,The bound conformations were identified from the results of the docking simulations using the PELE software,,used,PELE,,SM9790,software,Results: Software used,1
73,non_comm,non_comm/Bone_Marrow_Transplant/PMC7168573.nxml,7168573,,10.1038/s41409-018-0354-7,,2018,"Intisar Al-Riyami, Khaled Al-Belushi, Murtadha Al-Khabori, Shoaib Al-Zadjali, Mohammed Al-Rawahi, David Dennison",1914,Standard descriptive and analytical statistics and graph were created using STATA version 13.,,used,STATA,,SM2194,software,Results: Software used,1
74,non_comm,non_comm/Nat_Commun/PMC4104445.nxml,4104445,25007141.0,10.1038/ncomms5378,,2014,Genome-wide synteny,30,Genomic scaffolds were aligned using the nucmer (nucleotide similarity) or promer (amino acid similarity) tools within the program MUMmer ( http://mummer.sourceforge.net/) to assess genome-wide similarities,,used,nucmer,,SM7022,software,Results: Software used,1
75,non_comm,non_comm/Database_(Oxford)/PMC5467559.nxml,5467559,28605768.0,10.1093/database/bax031,,2017,Software that maize researchers use for research,23,"Other software that are cited were TASSEL (12) (Trait Analysis by aSSociation, Evolution and Linkage) for associating variation with traits, and PRISM plant breeding software for breeding data management and sharing (available from Central Software Solutions).",,used,PRISM,,SM2919,software,Results: Software used,1
77,non_comm,non_comm/J_Biol_Chem/PMC7982319.nxml,7982319,15037623.0,10.1074/jbc.M311744200,,2021,MATERIALS AND METHODS,13,The structures were analyzed by using YASARA (22) and MolMol graphic softwares (23).,,used,YASARA,,SM10373,software,Results: Software used,1
78,non_comm,non_comm/J_Hosp_Infect/PMC7320708.nxml,7320708,32603773.0,10.1016/j.jhin.2020.06.032,,2020,,7,"We expressed data as proportions and 95% confidence intervals (CIs) and performed all analyses with Microsoft Excel (Microsoft Corporation, Redmond, WA, USA).",,used,Excel,,SM201,software,Results: Software used,1
79,non_comm,non_comm/Geburtshilfe_Frauenheilkd/PMC5736022.nxml,5736022,29276231.0,10.1055/s-0043-122279,,2017,Statistical Analysis,7," The SPSS Statistics software package, version 22.0 (IBM Corp., New York, NY, USA) was used for data analysis",,used,SPSS,,SM165,software,Results: Software used,1
80,non_comm,non_comm/Asian_Pac_J_Cancer_Prev/PMC5697483.nxml,5697483,28843258.0,10.22034/APJCP.2017.18.8.2215,,2017,RT-PCR,4,Statistical analysis: Statistical analysis was carried out using the IBM-Statistical Package for Social Sciences (SPSS) version 16,,used,Statistical Package for Social Sciences (SPSS),,SM4252,software,Results: Software used,1
81,non_comm,non_comm/Br_J_Cancer/PMC4742580.nxml,4742580,26742010.0,10.1038/bjc.2015.444,,2016,fig_caption,3,"Treated cells were subject to western blot analysis with GAPDH as a loading control, and the quantification relative to GAPDH was conducted by densitometric analysis using Image J software.",,used,Image J,,SM434,software,Results: Software used,1
82,non_comm,non_comm/Earth_Sci_Inform/PMC7951942.nxml,7951942,33727982.0,10.1007/s12145-021-00601-w,,2021,paper_abstract,0,The main objective of the article is to propose an advanced architecture and workflow based on Apache Hadoop and Apache Spark big data platforms,,used,Apache Hadoop,,SM1110,software,Results: Software used,1
83,non_comm,non_comm/Med_Sci_Monit/PMC4514366.nxml,4514366,26169293.0,10.12659/MSM.893965,,2015,Statistical analysis,7,A power analysis testing by G*Power statistical software version 3.1.9.2 was performed beyond the data of 5 participants,,used,G*Power,,SM3424,software,Results: Software used,1
84,non_comm,non_comm/Plant_Commun/PMC7747988.nxml,7747988,33367252.0,10.1016/j.xplc.2020.100089,,2020,Assignment of A. lyrata and Non-reference A. thaliana Domains to the Closest Col-0 Homolog,65,"The TIR tree was rooted using the midpoint using Biopython's Phylo module, while the NB-ARC tree was manually rooted using Dendroscope (Huson and Scornavacca, 2012) based on the assumption that the most basal division was between NLRs with non-TIR N-terminal domains and NLRs with TIR domains",,used,Dendroscope,,SM993,software,Results: Software used,1
85,non_comm,non_comm/J_Exp_Bot/PMC2657538.nxml,2657538,19204031.0,10.1093/jxb/erp008,,2009,2D-DIGE experiment,15,"Peptide mass fingerprint and fragmentation spectra were acquired using a 4800 Proteomic Analyzer (Applied Biosystems, Foster City, CA, USA), and the resulting spectra were subjected to a database search through the MASCOT interface (MASCOT 2.2, Matrix Science, London, UK) integrated in the GPS Explorer software suite (Applied Biosystems)",,used,MASCOT,,SM1522,software,Results: Software used,1
86,non_comm,non_comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC2915349.nxml,2915349,21200865.0,10.1107/S1600536807055602,,2008,,34,"Data collection: X-AREA (Stoe & Cie, 2002 ▶); cell refinement: X-AREA; data reduction: X-RED32 (Stoe & Cie, 2002 ▶); program(s) used to solve structure: SHELXS97 (Sheldrick, 1997 ▶); program(s) used to refine structure: SHELXL97 (Sheldrick, 1997 ▶); molecular graphics: ORTEP-3 (Farrugia, 1997 ▶) and PLATON (Spek, 2003 ▶); software used to prepare material for publication: WinGX (Farrugia, 1999 ▶).",,used,SHELXS97,,SM9535,software,Results: Software used,1
87,non_comm,non_comm/J_Cell_Biol/PMC3542800.nxml,3542800,23277426.0,10.1083/jcb.201206084,,2013,BrdU incorporation and cell cycle analysis,52,Data were analyzed using FlowJo software (Tree Star).,,used,FlowJo,,SM2783,software,Results: Software used,1
88,non_comm,non_comm/Nat_Genet/PMC5540332.nxml,5540332,27992413.0,10.1038/ng.3745,,2017,Pathway analysis,18,GRAIL evaluates the degree of functional connectivity between genes based on the extent they co-feature in published abstracts (we used all PubMed abstracts prior to 2006 to avoid biasing our analysis due to results from large-scale GWASs),,used,GRAIL,,SM18560,software,Results: Software used,1
89,non_comm,non_comm/J_Med_Virol/PMC8427099.nxml,8427099,34170525.0,10.1002/jmv.27155,,2021,RT‐ddPCR,6,"To check for variation at primer and probe sites, 216 B.1.1.7 sequences were downloaded from the global initiative on sharing all influenza data (GISAID) on December 23rd, 2020, and aligned against the Wuhan‐Hu1 reference sequence (NC_045512.2) using MAFFT v7.450 within Geneious Prime (https://www.geneious.com) (Table S1)",,used,Geneious Prime,,SM2215,software,Results: Software used,1
90,non_comm,non_comm/BMJ_Open/PMC4885314.nxml,4885314,27207623.0,10.1136/bmjopen-2015-010216,,2016,Data analysis,15,"Following this we developed a thematic framework.8 NVIVO (a data analysis software package) was used by both researchers to code the data independently, and results were compared and contrasted",,used,NVIVO,,SM3696,software,Results: Software used,1
91,non_comm,non_comm/J_Korean_Med_Sci/PMC7025909.nxml,7025909,32056405.0,10.3346/jkms.2020.35.e74,,2020,,0,"In the December 2018 edition of the Journal of Korean Medical Science (volume 33, issue 49, e327), we published an article entitled “Discordance between physician and the general public perceptions of prognostic disclosure to children with serious illness: a Korean nationwide study.” While recently extending that research, however, we discovered that 236 members of the general population were mistakenly to be duplicated by the investigating agency (Word Research) and 1,241 were reported rather than 1,005",,used,Word,,SM4548,software,Results: Software used,1
92,non_comm,non_comm/F_S_Rep/PMC8244262.nxml,8244262,34223243.0,10.1016/j.xfre.2020.08.008,,2020,Massive parallel sequencing targeted for POI (gene panel),11,"Variants of unknown significance (CL3), possibly pathogenic (CL4) and pathogenic (CL5) were further evaluated through different in silico predictions tools integrated in Highlander (FATHMM, LRT, Mutation Assessor, Mutation Taster, PolyPhen-2, SIFT) (18).",,used,FATHMM,,SM15023,software,Results: Software used,1
93,non_comm,non_comm/Immunity/PMC6926485.nxml,6926485,31784108.0,10.1016/j.immuni.2019.10.014,,2019,,26,(D) Enriched GO terms and pathways (ClueGO) of transcripts identified in the groups clusters in (C).,,used,ClueGO,,SM3262,software,Results: Software used,1
95,non_comm,non_comm/Appl_Plant_Sci/PMC8027368.nxml,8027368,33854848.0,10.1002/aps3.11414,,2021,Performance evaluation,41,"thaliana and humans, while miRDeep2 is more suitable for use with animal data sets, including data from Caenorhabditis elegans, fruit fly, human, and mouse",,mention,miRDeep2,,SM1666,software,Background: About software,2
96,non_comm,non_comm/Cancer_Manag_Res/PMC7534870.nxml,7534870,33061633.0,10.2147/CMAR.S271778,,2020,Statistical Analysis,22,"Statistical analysis was conducted using GraphPad Prism 5.0 (GraphPad Software, La Jolla, CA, USA)",,used,GraphPad Prism,5,SM45,software,Results: Software used,1
97,non_comm,non_comm/Mol_Cell/PMC5935466.nxml,5935466,29551514.0,10.1016/j.molcel.2018.02.028,,2018,Pipeline for Class 2 CRISPR-Cas loci identification,32,"For functional characterization of this database of candidate CRISPR-Cas systems, we constructed multiple sequence alignment for each family of putative effectors using MAFFT (Katoh and Standley, 2013) and conducted an HMM search using HMMer (Eddy, 2011) against protein family databases Pfam (Finn et al., 2014) and Uniprot (Bateman et al., 2017), as well as a BLASTN search of CRISPR spacer sequences against a reference set of phages",,used,MAFFT,,SM1148,software,Results: Software used,1
98,non_comm,non_comm/J_Biomol_NMR/PMC2813526.nxml,2813526,20024602.0,10.1007/s10858-009-9390-3,,2009,Experimental data for EIN,46,"Carbon chemical shifts (13Cα(i−1), 13Cβ(i−1), 13CO(i−1)) were taken from the data set included in the distribution of MARS (Jung and Zweckstetter 2004)",,used,MARS,,SM7534,software,Results: Software used,1
99,non_comm,non_comm/Emerg_Infect_Dis/PMC3204761.nxml,3204761,21291622.0,10.3201/eid1702.100815,,2011,fig_caption,0,Multiple sequence alignment and phylogenetic analysis were conducted by using ClustalW software (www.ebi.ac.uk/Tools/clustalw2/index.html) and MEGA version 4 (www.megasoftware.net),,used,MEGA,,SM509,software,Results: Software used,1
100,non_comm,non_comm/Onco_Targets_Ther/PMC7667209.nxml,7667209,33204105.0,10.2147/OTT.S279024,,2020,Statistical Analysis,17,"Statistical analyses were performed with SPSS version 23.0 statistical software (IBM, Chicago, IL, USA)",,used,SPSS,,SM165,software,Results: Software used,1
101,non_comm,non_comm/J_Am_Chem_Soc/PMC4558993.nxml,4558993,26057523.0,10.1021/jacs.5b01241,,2016,fig_caption,3,Top: Semilog plots of current and current density versus voltage for junctions measured using CP-AFM (a) and EGaIn (b) for SAMs of PSI on MPS (purple) and 2ME (black) The black arrows indicate the orientation of the PSI complexes on the surface,,used,AFM,,SM3329,software,Results: Software used,1
102,non_comm,non_comm/Korean_J_Radiol/PMC5007398.nxml,5007398,27587960.0,10.3348/kjr.2016.17.5.715,,2016,Statistical Analysis,9,"All statistical analyses were performed using the statistical software package, SPSS (version 21, SPSS Inc., IBM Company, Chicago, IL, USA)",,used,SPSS,,SM165,software,Results: Software used,1
103,non_comm,non_comm/J_Biol_Chem/PMC2888438.nxml,2888438,20406818.0,10.1074/jbc.M109.089912,,2010,,20,Statistical analysis for the experiments was performed using GraphPad software,,used,GraphPad,,SM46,software,Results: Software used,1
104,non_comm,non_comm/Autophagy/PMC4091153.nxml,4091153,24492513.0,10.4161/auto.27867,,2014,Gene expression analysis,39,"Statistical analysis (Student t test) was performed by Excel’s Data Analysis ToolPak (Microsoft, www.microsoft.com)",,used,Excel,,SM201,software,Results: Software used,1
105,non_comm,non_comm/Nucleic_Acids_Res/PMC1540718.nxml,1540718,16885238.0,10.1093/nar/gkl395,,2006,DISCUSSION,44,"3D-BLAST is lightly faster than YAKUSA and ∼3 times slower than PSI-BLAST, which searches amino acid sequence databases",,mention,3D-BLAST,,SM35632,software,Background: About software,2
106,non_comm,non_comm/Heliyon/PMC7846930.nxml,7846930,33553733.0,10.1016/j.heliyon.2021.e06013,,2021,Methods,1,"This approach was used because previous work [14] showed that by performing more than one I-TASSER prediction, it is possible to explore a larger conformational space, which could be more representative of the actual structures in living organisms and provide a larger data set for the clustering analysis attempted in this paper",,mention,I-TASSER,,SM1028,software,Background: About software,2
108,non_comm,non_comm/J_Biomol_Struct_Dyn/PMC7544926.nxml,7544926,32964802.0,10.1080/07391102.2020.1823885,,2020,Retrieval of non-synonymous (nsSNPs) in ACE2,15,"From these missense SNPs, SIFT and PolyPhen predicted 145 SNPs as damaging/deleterious which were further taken to PROVEAN server",,used,PROVEAN,,SM527,software,Results: Software used,1
109,non_comm,non_comm/Heliyon/PMC7848562.nxml,7848562,33553784.0,10.1016/j.heliyon.2021.e06167,,2021,Analysis of protein dynamicity,8,"For this analysis, the crystal structure of N protein was first uploaded on DynaMut webserver",,used,DynaMut,,SM47218,software,Results: Software used,1
112,non_comm,non_comm/Nucleic_Acids_Res/PMC5314794.nxml,5314794,27672034.0,10.1093/nar/gkw855,,2017,,29,"DHT, TNFα and D+T-induced changes in gene transcription were measured using GRO-seq and enrichment of differentially transcribed genes to biological processes was analyzed by Ingenuity Pathway Analysis",,used,Ingenuity Pathway,,SM16802,software,Results: Software used,1
113,non_comm,non_comm/Bioinform_Biol_Insights/PMC4415676.nxml,4415676,25983554.0,10.4137/BBI.S12467,,2015,,41,The gene expression raw data were normalized using BRB Array Tools using the LOWESS smother,,used,BRB Array Tools,,SM39888,software,Results: Software used,1
114,non_comm,non_comm/Alzheimers_Dement_(Amst)/PMC8087978.nxml,8087978,33969172.0,10.1002/dad2.12179,,2021,Data processing and statistical analysis,30,Data processing was performed in Skyline 20.1 (MacCoss Lab Software),,used,Skyline,20.1,SM1833,software,Results: Software used,1
115,non_comm,non_comm/ACS_Omega/PMC6648847.nxml,6648847,31460026.0,10.1021/acsomega.9b00535,,2019,General Experimental Procedures,21,"All the raw data were processed using TopSpin 3.1 software (Bruker) and further analyzed by using MestReNova 8.0 software (Mestrelab Research S.L., Spain).",,used,MestReNova,8,SM2243,software,Results: Software used,1
116,non_comm,non_comm/Oncol_Lett/PMC6865087.nxml,6865087,31788059.0,10.3892/ol.2019.10933,,2019,Hub gene selection and analysis,7,The biological process of hub genes was then analyzed and visualized by the Biological Networks Gene Oncology tool (BiNGO; http://apps.cytoscape.org/apps/bingo) plugin (22),,used,BiNGO,,SM6650,software,Results: Software used,1
117,non_comm,non_comm/Neuropsychiatr_Dis_Treat/PMC5008640.nxml,5008640,27616888.0,10.2147/NDT.S109094,,2016,Materials and methods,5,"Diffusion data were processed offline in FSL v5 (FMRIB Software Library, Oxford, UK)28 and subjected to eddy current and motion correction, followed by brain extraction.29 Dtifit was then used to generate fractional anisotropy (FA), mean diffusivity (MD), RD, and AD maps (Table 2)",,used,FMRIB,,SM14732,software,Results: Software used,1
118,non_comm,non_comm/J_Med_Phys/PMC6299753.nxml,6299753,30636847.0,10.4103/jmp.JMP_33_18,,2018,CONCLUSIONS,33,Small aperture proton beams are problematic for the Eclipse pencil-beam calculation algorithm,,mention,Eclipse,,SM356,software,Background: About software,2
119,non_comm,non_comm/BMJ_Paediatr_Open/PMC5862217.nxml,5862217,29637126.0,10.1136/bmjpo-2017-000091,,2017,Statistical analysis,18,Data were entered into a neonatal database using Research Electronic Data Capture (REDCap) software.18 Data were exported into IBM SPSS V.23 for statistical analysis,,used,Research Electronic Data Capture (REDCap),,SM20006,software,Results: Software used,1
120,non_comm,non_comm/Bioinformatics/PMC2894505.nxml,2894505,20505005.0,10.1093/bioinformatics/btq250,,2010,,7,Integrating the Annotator with UIMA requires a type system specification that defines the Java classes used to store annotations,,mention,UIMA,,SM90722,software,Background: About software,2
121,non_comm,non_comm/Oncogene/PMC5945577.nxml,5945577,29467494.0,10.1038/s41388-018-0129-z,,2018,tab_caption,1,"Genes with statistically significant splicing identified by all three bioinformatics methods (FIRMA, MIDAS, ANOSVA) with five and more consecutive exon spliced",,used,MIDAS,,SM10905,software,Results: Software used,1
122,non_comm,non_comm/Database_(Oxford)/PMC3500519.nxml,3500519,23160413.0,10.1093/database/bas040,,2012,Further improvements to the Textpresso for cellular component curation pipeline,62,Such a display would more closely mimic the actual environment in which curators make annotations and eliminate the need for curators to open up a separate Web page to cross-check Textpresso sentences with the full text of the paper,,used,Textpresso,,SM78875,software,Results: Software used,1
123,non_comm,non_comm/Cancer_Manag_Res/PMC5731441.nxml,5731441,29276405.0,10.2147/CMAR.S147033,,2017,Statistical analysis,5,"The extracted HRs/RRs were summarized as pooled HR and 95% CI values, using Stata, version 12.0",,used,Stata,,SM2198,software,Results: Software used,1
124,non_comm,non_comm/Brain/PMC5972584.nxml,5972584,29668857.0,10.1093/brain/awy092,,2018,Structural modelling,13,We calculated the free energy change upon the Asp85Tyr mutation with the FoldX software (foldxsuite.crg.eu) using the crystal structure of the V1 domain from Enterococcus hirae v-ATPase in a nucleotide-bound state (PDB code 3VR6),,used,FoldX,,SM1483,software,Results: Software used,1
125,non_comm,non_comm/J_Adv_Model_Earth_Syst/PMC7757180.nxml,7757180,33381276.0,10.1029/2020MS002121,,2020,Introduction,2,"However, as the sediment budget module was not embedded into the terrestrial C cycle model (in this case, the ORCHIDEE LSM), this approach cannot account for the feedbacks of soil erosion on the ecosystem C cycle",,used,ORCHIDEE,,SM314767,software,Results: Software used,1
126,non_comm,non_comm/Neurol_Med_Chir_(Tokyo)/PMC4831945.nxml,4831945,26794042.0,10.2176/nmc.tn.2015-0155,,2016,Materials and Methods,4,"MATLAB option, or the Image Processing Toolbox, was used for reading DICOM files, utilizing the graphical user interface for plotting and moving points on the pictorial images, and superposition of multiple images were recorded",,used,MATLAB,,SM30,software,Results: Software used,1
127,non_comm,non_comm/Nature/PMC3743022.nxml,3743022,23728301.0,10.1038/nature12243,,2013,Multiplexed RNA Sequencing and data analysis,12,"For the Plath and Polo dataset, data were RMA normalised using the ‘affy’ package in R and DEGs were identified using the ‘limma’ package in R with FC>=1.5 and FDR<=0.05 or FC>=1.5 where no replicates were available",,used,limma,,SM2939,software,Results: Software used,1
128,non_comm,non_comm/Acta_Neurochir_(Wien)/PMC2901492.nxml,2901492,20473532.0,10.1007/s00701-010-0678-6,,2010,Data processing,16,"In order to clean the data from noise, filtering was performed using in-house written routines in the Matlab environment (The Math Works, Inc., Natwick, MA, USA, Matlab 6.5)",,used,Matlab,,SM93,software,Results: Software used,1
129,non_comm,non_comm/Infect_Drug_Resist/PMC7399467.nxml,7399467,32801792.0,10.2147/IDR.S257667,,2020,Statistical Analysis,8,"After checking for the completeness and consistency, data were entered into the Epi-info 7.1 and then exported into SPSS version 20 for computing, recoding, and further analysis",,used,SPSS,,SM165,software,Results: Software used,1
130,non_comm,non_comm/Soft_comput/PMC7453871.nxml,7453871,32904395.0,10.1007/s00500-020-05275-y,,2020,paper_abstract,0,"In this study, convolution neural networks method is used for binary classification pneumonia-based conversion of VGG-19, Inception_V2 and decision tree model on X-ray and CT scan images dataset, which contains 360 images",,used,Inception,,SM5757,software,Results: Software used,1
131,non_comm,non_comm/Ann_Pediatr_Cardiol/PMC6343373.nxml,6343373,30745767.0,10.4103/apc.APC_49_18,,2019,Statistical analyses,8,"All tests were carried out using SPSS Version 23 software (IBM Corp., NY, USA)",,used,SPSS,,SM165,software,Results: Software used,1
132,non_comm,non_comm/Bioinformatics/PMC4553834.nxml,4553834,26072489.0,10.1093/bioinformatics/btv265,,2015,1 Introduction,1,"However, even the most popular tools such as DAVID and GSEA lack major functionality or comprehensive data content found in other tools, forcing users to try out several tools and combining findings manually.",,mention,DAVID,,SM637,software,Background: About software,2
133,non_comm,non_comm/Chin_Med_J_(Engl)/PMC4797545.nxml,4797545,26712435.0,10.4103/0366-6999.172589,,2016,Statistical analysis,11,"Analyses were performed using the SPSS statistics software (version 22.0, IBM Corp., Armonk, NY, USA).",,used,SPSS,,SM165,software,Results: Software used,1
134,non_comm,non_comm/J_Pathol_Clin_Res/PMC4858117.nxml,4858117,27499890.0,10.1002/cjp2.3,,2014,Discussion,46,"For ER, PR and HER2, they were lower than previously reported by our group using the Ariol system 14, or an automated scoring algorithm adapted from astronomy 15, possibly reflecting the greater variability in tissue preparation related to multiple specimen sources",,used,Ariol,,SM18057,software,Results: Software used,1
135,non_comm,non_comm/Genome_Biol/PMC3245610.nxml,3245610,21861851.0,10.1186/gb-2011-12-8-307,,2011,The data deluge: still keeping our heads above water,1,"The degree to which bioinformatics already embraces this philosophy was, fortunately, evident in ISMB's Technology Track, which highlighted popular open tools throughout the conference, particularly mainstays of sequence analysis including Ensembl, the University of California Santa Cruz's Genome Browser, and Galaxy.",,mention,Galaxy,,SM6355,software,Background: Simple mention,2
136,non_comm,non_comm/Stem_Cells/PMC6392140.nxml,6392140,30353617.0,10.1002/stem.2932,,2018,CAMSC Classifier Creation,12,"To statistically evaluate the degree of data variability, principal components analysis (PCA) was run on the top‐50 univariate p‐value genes using the “PCA” and “fviz_pca” functions in R, with an ellipse alpha = 0.95 for graphical visualization",,used,R,,SM3,software,Results: Software used,1
137,non_comm,non_comm/Theor_Appl_Genet/PMC3057001.nxml,3057001,21221527.0,10.1007/s00122-010-1519-y,,2011,fig_caption,0,"Log-likelihood of the STRUCTURE software outputs as a function of the number of degrees of freedom absorbed by the structure model (filled diamond), and the mean of the log-likelihood of 20 STRUCTURE independent runs as a function of the number of degrees of freedom absorbed by the structure model (solid line)",,used,STRUCTURE,,SM830,software,Results: Software used,1
138,non_comm,non_comm/J_Cell_Biol/PMC6279379.nxml,6279379,30297389.0,10.1083/jcb.201711178,,2018,Fluorescent microscopy,60,The images were processed for background subtraction and further analysis using ImageJ.,,used,ImageJ,,SM25,software,Results: Software used,1
139,non_comm,non_comm/Nucleic_Acids_Res/PMC5009739.nxml,5009739,27257077.0,10.1093/nar/gkw501,,2016,fig_caption,5,"Without the a priori knowledge of the missing transcripts, DEXSeq cannot reliably detect differential usage",,mention,DEXSeq,,SM29161,software,Background: About software,2
140,non_comm,non_comm/Endosc_Int_Open/PMC5063731.nxml,5063731,27747288.0,10.1055/s-0042-116146,,2016,Patients and methods,5,"To evaluate the therapeutic effect, a local control curve and an overall survival curve were constructed using the Kaplan–Meier method with EZR (Saitama Medical Center, Jichi Medical University, Saitama, Japan), which is a graphical user interface for R (The R Foundation for Statistical Computing, Vienna, Austria)",,used,R,,SM3,software,Results: Software used,1
141,non_comm,non_comm/J_Int_Med_Res/PMC6753526.nxml,6753526,31429352.0,10.1177/0300060519867806,,2019,Data extraction and outcome measures,6,"Following removal of duplicate publications identified using EndNote, two authors (JZ and XHW) independently assessed study eligibility by screening titles and abstracts",,used,EndNote,,SM1969,software,Results: Software used,1
142,non_comm,non_comm/Cell_Death_Dis/PMC3920943.nxml,3920943,24176859.0,10.1038/cddis.2013.433,,2013,Statistical analysis,39,"The mRNA expression data sets (http://www.cgga.org.cn) of SATB1, PKC and miR-155 obtained from the microarray analysis were used for cluster analysis (Cluster 2.20) and Pearson correlation analysis (SPSS 13.0)",,used,Cluster,2.2,SM1403,software,Results: Software used,1
143,non_comm,non_comm/Medicine_(Baltimore)/PMC7850739.nxml,7850739,33530185.0,10.1097/MD.0000000000023894,,2021,Statistical analysis,30,"Publication bias was investigated using a funnel plot as well as Egger linear regression test.[ The analyses were performed using Stata, version 11.0",,used,Stata,,SM2198,software,Results: Software used,1
144,non_comm,non_comm/Br_J_Cancer/PMC3241546.nxml,3241546,21952621.0,10.1038/bjc.2011.367,,2011,Gene expression analysis to compare clinical HN- and CRPC,16,"IPA identified six heuristic networks that contain 13, 12, 12, 7, 5 and 2 genes from the list of 50-identified genes, respectively",,used,IPA,,SM2531,software,Results: Software used,1
145,non_comm,non_comm/Neurol_Neuroimmunol_Neuroinflamm/PMC6410932.nxml,6410932,30882018.0,10.1212/NXI.0000000000000541,,2019,Image analysis,8,"All images were analyzed and processed using 3D Slicer (Version 4.6.2 on MacOS 10.11.4, The Slicer Community), and fslmaths integrated in the FMRIB Software Library (FSL, version 5.0, FMRIB, Oxford, United Kingdom).",,used,FMRIB Software Library (FSL,,SM14766,software,Results: Software used,1
146,non_comm,non_comm/Mol_Psychiatry/PMC5025333.nxml,5025333,26976041.0,10.1038/mp.2016.17,,2016,Behavioral Analyses,12,"Each session was video recorded and analyzed using ANY-maze software (Stoelting Co., Wood Dale, IL).",,used,ANY-maze,,SM3084,software,Results: Software used,1
147,non_comm,non_comm/mBio/PMC4620458.nxml,4620458,26463159.0,10.1128/mBio.00729-15,,2015,Mesoscale spatial variation.,16,"SIMPER analysis revealed that the abundance of the Massilia genus increased with distance from the influent pipe (average abundances: at 0.2 m, 1.36%; at 0.42 m, 14.44%; at 0.68 m, 23.10%)",,used,SIMPER,,SM5104,software,Results: Software used,1
148,non_comm,non_comm/RNA_Biol/PMC6546357.nxml,6546357,30982421.0,10.1080/15476286.2019.1602437,,2019,Data analysis,25,The overlaps between TEs and RNA transcripts were identified using BEDTools version 2.25 package [44],,used,BEDTools,,SM6739,software,Results: Software used,1
149,non_comm,non_comm/EClinicalMedicine/PMC7910713.nxml,7910713,33681741.0,10.1016/j.eclinm.2021.100732,,2021,Statistical analysis,17,Statistical analyses were conducted with R Statistical Software (version 3·6·1).,,used,R,,SM3,software,Results: Software used,1
150,non_comm,non_comm/Eur_J_Pediatr/PMC7817069.nxml,7817069,33474580.0,10.1007/s00431-021-03955-x,,2021,Methods,1,"The CDC COVID-NET is comprised of demographic variables (e.g., gender, age group, race and ethnicity, medical conditions) and date of positive SARS-CoV-2 test, as well as outcomes, including hospitalization and mortality",,mention,COVID-NET,,SM40869,software,Background: About software,2
151,non_comm,non_comm/Glob_Pediatr_Health/PMC6764026.nxml,6764026,31598542.0,10.1177/2333794X19873535,,2019,Analysis,14,Analyses were conducted in Stata 15.0.,,used,Stata,15,SM2198,software,Results: Software used,1
152,non_comm,non_comm/Retina/PMC6086222.nxml,6086222,28704254.0,10.1097/IAE.0000000000001744,,2018,Discussion,47,"In MINERVA, patients with CNV due to CSC and postinflammatory retinochoroidopathy had a treatment effect of 5.0 letters and 6.5 letters, respectively, at Month 2 after ranibizumab treatment",,used,MINERVA,,SM60751,software,Results: Software used,1
153,non_comm,non_comm/Exp_Ther_Med/PMC6122496.nxml,6122496,30186482.0,10.3892/etm.2018.6458,,2018,paper_abstract,0,"The functions of the target genes were analyzed using the Database for Annotation, Visualization and Integrated Discovery (DAVID)",,used,"Database for Annotation, Visualization and Integrated Discovery (DAVID)",,SM636,software,Results: Software used,1
154,non_comm,non_comm/Biomol_Detect_Quantif/PMC6423504.nxml,6423504,30923677.0,10.1016/j.bdq.2019.01.002,,2019,Quality control,12,Sequence quality control was performed using FastQC (courtesy of Dr,,used,FastQC,,SM648,software,Results: Software used,1
155,non_comm,non_comm/Arq_Bras_Cardiol/PMC4523287.nxml,4523287,26039660.0,10.5935/abc.20150053,,2015,Statistical analyses,20,"The G* Power software was used in order to evaluate whether the sample had statistical power to detect associations, according to the following parameters: OR = 1.5; significance level α = 0.008 (adjusted for multiple comparisons); two-tailed; statistical power 1-β = 80%",,used,G* Power,,SM66617,software,Results: Software used,1
156,non_comm,non_comm/Nat_Methods/PMC6485657.nxml,6485657,28825703.0,10.1038/nmeth.4399,,2017,Implementation of the FreemoVR Engine,22,OSG format 3D scenes can be designed using modeling software such as Blender,,used,Blender,,SM76,software,Results: Software used,1
157,non_comm,non_comm/Cell_Transplant/PMC7563027.nxml,7563027,32693640.0,10.1177/0963689720943608,,2020,Statistical Analysis,12,Data analysis was performed with SPSS version 22.0 software,,used,SPSS,,SM165,software,Results: Software used,1
158,non_comm,non_comm/Heliyon/PMC8379449.nxml,8379449,34458606.0,10.1016/j.heliyon.2021.e07757,,2021,Neurosurgical education during the COVID-19 pandemic,18,"Knowledge-based academic activities, such as scientific meetings, journal reading, and case presentations, were done online through Zoom",,used,Zoom,,SM3948,software,Results: Software used,1
